ID,Specialty,Subcategory,Topic,Subtopic,Search_Term_1,Search_Term_2,Search_Term_3,Search_Term_4,Image_Types,AMC_Relevance,Priority,Folder_Path
642,Paediatrics,Neonatal Conditions,Congenital Abnormalities,Necrotizing Enterocolitis,necrotizing enterocolitis X-ray,NEC abdominal X-ray,pneumatosis intestinalis neonate,neonatal NEC imaging,X-ray,5,HIGH,paediatrics/neonatal_conditions/congenital_abnormalities/necrotizing_enterocolitis
643,Paediatrics,Neonatal Conditions,Congenital Abnormalities,Tetralogy Fallot,Tetralogy of Fallot X-ray,TOF echocardiography,boot-shaped heart X-ray,cyanotic CHD tetralogy,"X-ray, echocardiography",5,HIGH,paediatrics/neonatal_conditions/congenital_abnormalities/tetralogy_fallot
644,Paediatrics,Neonatal Conditions,Congenital Abnormalities,Vsd,VSD echocardiography,ventricular septal defect child,VSD chest X-ray,paediatric VSD imaging,"echocardiography, X-ray",5,HIGH,paediatrics/neonatal_conditions/congenital_abnormalities/vsd
645,Paediatrics,Neonatal Conditions,Congenital Abnormalities,Asd,ASD echocardiography,atrial septal defect child,ASD chest X-ray,paediatric ASD imaging,"echocardiography, X-ray",4,HIGH,paediatrics/neonatal_conditions/congenital_abnormalities/asd
646,Paediatrics,Neonatal Conditions,Congenital Abnormalities,Pda,PDA echocardiography,patent ductus arteriosus,PDA chest X-ray neonate,persistent ductus arteriosus,"echocardiography, X-ray",5,HIGH,paediatrics/neonatal_conditions/congenital_abnormalities/pda
647,Paediatrics,Neonatal Conditions,Congenital Abnormalities,Coarctation Aorta,coarctation aorta child CT,aortic coarctation imaging,coarctation chest X-ray,paediatric aortic coarctation,"CT, MRI, X-ray",4,HIGH,paediatrics/neonatal_conditions/congenital_abnormalities/coarctation_aorta
648,Paediatrics,Neonatal Conditions,Birth Trauma,Clavicle Fracture,neonatal clavicle fracture,birth trauma clavicle X-ray,newborn clavicular fracture,fractured clavicle neonate,X-ray,4,HIGH,paediatrics/neonatal_conditions/birth_trauma/clavicle_fracture
649,Paediatrics,Neonatal Conditions,Birth Trauma,Cephalhaematoma,cephalhaematoma clinical photo,cephalhaematoma CT,subperiosteal haematoma skull,neonatal head swelling,"clinical_photo, CT",4,HIGH,paediatrics/neonatal_conditions/birth_trauma/cephalhaematoma
650,Paediatrics,Neonatal Conditions,Birth Trauma,Erb Palsy,Erb palsy clinical photo,brachial plexus injury newborn,Erb-Duchenne palsy,waiter's tip position,clinical_photo,4,HIGH,paediatrics/neonatal_conditions/birth_trauma/erb_palsy
651,Paediatrics,Paediatric Respiratory,Airway Conditions,Croup,croup X-ray steeple sign,laryngotracheobronchitis X-ray,croup neck X-ray child,subglottic narrowing croup,X-ray,5,HIGH,paediatrics/paediatric_respiratory/airway_conditions/croup
652,Paediatrics,Paediatric Respiratory,Airway Conditions,Epiglottitis,epiglottitis X-ray thumb sign,acute epiglottitis child,epiglottitis lateral neck X-ray,supraglottitis imaging,X-ray,5,HIGH,paediatrics/paediatric_respiratory/airway_conditions/epiglottitis
653,Paediatrics,Paediatric Respiratory,Airway Conditions,Foreign Body Airway,inhaled foreign body child X-ray,bronchial foreign body CT,aspirated peanut X-ray,paediatric airway foreign body,"X-ray, CT",5,HIGH,paediatrics/paediatric_respiratory/airway_conditions/foreign_body_airway
654,Paediatrics,Paediatric Respiratory,Pneumonia Child,Viral Pneumonia,viral pneumonia child X-ray,bronchiolitis chest X-ray,RSV pneumonia paediatric,paediatric viral pneumonia,X-ray,5,HIGH,paediatrics/paediatric_respiratory/pneumonia_child/viral_pneumonia
655,Paediatrics,Paediatric Respiratory,Pneumonia Child,Bacterial Pneumonia Child,bacterial pneumonia child X-ray,lobar pneumonia paediatric,paediatric bacterial pneumonia,consolidation child chest X-ray,X-ray,5,HIGH,paediatrics/paediatric_respiratory/pneumonia_child/bacterial_pneumonia_child
656,Paediatrics,Paediatric Respiratory,Pneumonia Child,Round Pneumonia,round pneumonia child,spherical pneumonia paediatric,round pneumonia X-ray,mass-like pneumonia child,"X-ray, CT",4,HIGH,paediatrics/paediatric_respiratory/pneumonia_child/round_pneumonia
657,Paediatrics,Paediatric Respiratory,Asthma Child,Paediatric Asthma,paediatric asthma chest X-ray,childhood asthma imaging,hyperinflation child asthma,asthma exacerbation child X-ray,X-ray,5,HIGH,paediatrics/paediatric_respiratory/asthma_child/paediatric_asthma
658,Paediatrics,Paediatric Respiratory,Cystic Fibrosis,Cf Chest,cystic fibrosis chest X-ray,CF bronchiectasis child,cystic fibrosis CT chest,paediatric CF imaging,"X-ray, CT",5,HIGH,paediatrics/paediatric_respiratory/cystic_fibrosis/cf_chest
659,Paediatrics,Paediatric Gastrointestinal,Acute Abdomen Child,Intussusception,intussusception ultrasound child,target sign intussusception,paediatric intussusception X-ray,ileocolic intussusception imaging,"ultrasound, X-ray",5,HIGH,paediatrics/paediatric_gastrointestinal/acute_abdomen_child/intussusception
660,Paediatrics,Paediatric Gastrointestinal,Acute Abdomen Child,Appendicitis Child,appendicitis child ultrasound,paediatric appendicitis CT,inflamed appendix child,childhood appendicitis imaging,"ultrasound, CT",5,HIGH,paediatrics/paediatric_gastrointestinal/acute_abdomen_child/appendicitis_child
661,Paediatrics,Paediatric Gastrointestinal,Acute Abdomen Child,Pyloric Stenosis,pyloric stenosis ultrasound,hypertrophic pyloric stenosis,pyloric stenosis infant,target sign pyloric stenosis,ultrasound,5,HIGH,paediatrics/paediatric_gastrointestinal/acute_abdomen_child/pyloric_stenosis
662,Paediatrics,Paediatric Gastrointestinal,Acute Abdomen Child,Malrotation Volvulus,malrotation volvulus child,midgut volvulus imaging,malrotation upper GI contrast,paediatric intestinal malrotation,"X-ray, contrast_study",4,HIGH,paediatrics/paediatric_gastrointestinal/acute_abdomen_child/malrotation_volvulus
663,Paediatrics,Paediatric Gastrointestinal,Acute Abdomen Child,Meckel Diverticulum,Meckel diverticulum scan,Meckel scan nuclear medicine,ectopic gastric mucosa imaging,paediatric Meckel imaging,"nuclear_medicine, CT",4,HIGH,paediatrics/paediatric_gastrointestinal/acute_abdomen_child/meckel_diverticulum
664,Paediatrics,Paediatric Gastrointestinal,Hernias Child,Inguinal Hernia Child,inguinal hernia child ultrasound,paediatric inguinal hernia,infant inguinal hernia photo,indirect hernia child,"ultrasound, clinical_photo",4,HIGH,paediatrics/paediatric_gastrointestinal/hernias_child/inguinal_hernia_child
665,Paediatrics,Paediatric Gastrointestinal,Hernias Child,Umbilical Hernia,umbilical hernia child photo,infant umbilical hernia,paediatric umbilical hernia,umbilical hernia ultrasound,"clinical_photo, ultrasound",4,HIGH,paediatrics/paediatric_gastrointestinal/hernias_child/umbilical_hernia
666,Paediatrics,Paediatric Neurology,Congenital Brain Abnormalities,Hydrocephalus,hydrocephalus child CT,paediatric hydrocephalus MRI,enlarged ventricles child,ventriculomegaly infant,"CT, MRI, ultrasound",5,HIGH,paediatrics/paediatric_neurology/congenital_brain_abnormalities/hydrocephalus
667,Paediatrics,Paediatric Neurology,Congenital Brain Abnormalities,Agenesis Corpus Callosum,agenesis corpus callosum MRI,absent corpus callosum child,ACC brain MRI,corpus callosum agenesis imaging,MRI,4,HIGH,paediatrics/paediatric_neurology/congenital_brain_abnormalities/agenesis_corpus_callosum
668,Paediatrics,Paediatric Neurology,Congenital Brain Abnormalities,Dandy Walker,Dandy-Walker malformation,Dandy-Walker MRI,posterior fossa cyst child,cerebellar vermis agenesis,"MRI, CT",3,HIGH,paediatrics/paediatric_neurology/congenital_brain_abnormalities/dandy_walker
669,Paediatrics,Paediatric Neurology,Congenital Brain Abnormalities,Chiari Malformation,Chiari malformation MRI,tonsillar herniation child,Chiari I malformation,cerebellar tonsil descent,MRI,4,HIGH,paediatrics/paediatric_neurology/congenital_brain_abnormalities/chiari_malformation
670,Paediatrics,Paediatric Neurology,Paediatric Brain Tumours,Medulloblastoma,medulloblastoma MRI child,posterior fossa tumour child,cerebellar medulloblastoma,paediatric medulloblastoma CT,"MRI, CT",5,HIGH,paediatrics/paediatric_neurology/paediatric_brain_tumours/medulloblastoma
671,Paediatrics,Paediatric Neurology,Paediatric Brain Tumours,Pilocytic Astrocytoma,pilocytic astrocytoma MRI,cerebellar astrocytoma child,juvenile pilocytic astrocytoma,paediatric JPA imaging,MRI,4,HIGH,paediatrics/paediatric_neurology/paediatric_brain_tumours/pilocytic_astrocytoma
672,Paediatrics,Paediatric Neurology,Paediatric Brain Tumours,Ependymoma,ependymoma MRI child,fourth ventricle ependymoma,paediatric ependymoma,ependymoma CT brain,"MRI, CT",4,HIGH,paediatrics/paediatric_neurology/paediatric_brain_tumours/ependymoma
673,Paediatrics,Paediatric Neurology,Paediatric Brain Tumours,Craniopharyngioma Child,craniopharyngioma child MRI,suprasellar craniopharyngioma,paediatric craniopharyngioma CT,calcified craniopharyngioma,"MRI, CT",4,HIGH,paediatrics/paediatric_neurology/paediatric_brain_tumours/craniopharyngioma_child
674,Paediatrics,Paediatric Neurology,Seizures Epilepsy,Febrile Seizure,febrile seizure imaging child,febrile convulsion MRI,paediatric febrile seizure,normal brain MRI febrile seizure,"MRI, CT",4,HIGH,paediatrics/paediatric_neurology/seizures_epilepsy/febrile_seizure
675,Paediatrics,Paediatric Neurology,Seizures Epilepsy,Paediatric Epilepsy,paediatric epilepsy MRI,childhood epilepsy imaging,epilepsy EEG child,hippocampal sclerosis child,"MRI, EEG",4,HIGH,paediatrics/paediatric_neurology/seizures_epilepsy/paediatric_epilepsy
676,Paediatrics,Paediatric Neurology,Head Trauma,Subdural Haematoma Child,subdural haematoma child CT,paediatric SDH imaging,non-accidental injury head,shaken baby syndrome CT,"CT, MRI",5,HIGH,paediatrics/paediatric_neurology/head_trauma/subdural_haematoma_child
677,Paediatrics,Paediatric Neurology,Head Trauma,Skull Fracture Child,skull fracture child CT,paediatric skull fracture X-ray,linear skull fracture child,depressed skull fracture paediatric,"CT, X-ray",5,HIGH,paediatrics/paediatric_neurology/head_trauma/skull_fracture_child
678,Paediatrics,Paediatric Orthopaedics,Developmental Hip,Ddh,developmental dysplasia hip ultrasound,DDH infant ultrasound,hip dysplasia child X-ray,paediatric DDH imaging,"ultrasound, X-ray",5,HIGH,paediatrics/paediatric_orthopaedics/developmental_hip/ddh
679,Paediatrics,Paediatric Orthopaedics,Bone Infections,Osteomyelitis Child,osteomyelitis child X-ray,paediatric osteomyelitis MRI,bone infection child imaging,acute osteomyelitis paediatric,"X-ray, MRI",5,HIGH,paediatrics/paediatric_orthopaedics/bone_infections/osteomyelitis_child
680,Paediatrics,Paediatric Orthopaedics,Bone Infections,Septic Arthritis Child,septic arthritis child ultrasound,paediatric septic joint,hip effusion child ultrasound,septic arthritis X-ray child,"ultrasound, X-ray",5,HIGH,paediatrics/paediatric_orthopaedics/bone_infections/septic_arthritis_child
681,Paediatrics,Paediatric Orthopaedics,Fractures Child,Greenstick Fracture,greenstick fracture child,incomplete fracture paediatric,greenstick fracture forearm,buckle fracture child,X-ray,5,HIGH,paediatrics/paediatric_orthopaedics/fractures_child/greenstick_fracture
682,Paediatrics,Paediatric Orthopaedics,Fractures Child,Supracondylar Fracture,supracondylar fracture child,elbow fracture paediatric,supracondylar humerus fracture,paediatric elbow trauma X-ray,X-ray,5,HIGH,paediatrics/paediatric_orthopaedics/fractures_child/supracondylar_fracture
683,Paediatrics,Paediatric Orthopaedics,Fractures Child,Salter Harris Fracture,Salter-Harris fracture X-ray,growth plate fracture child,paediatric physeal injury,Salter-Harris classification,X-ray,5,HIGH,paediatrics/paediatric_orthopaedics/fractures_child/salter_harris_fracture
684,Paediatrics,Paediatric Orthopaedics,Bone Disorders,Perthes Disease,Perthes disease X-ray,Legg-Calve-Perthes hip,avascular necrosis hip child,paediatric Perthes imaging,"X-ray, MRI",4,HIGH,paediatrics/paediatric_orthopaedics/bone_disorders/perthes_disease
685,Paediatrics,Paediatric Orthopaedics,Bone Disorders,Slipped Capital Femoral Epiphysis,SCFE X-ray,slipped capital femoral epiphysis,slipped upper femoral epiphysis,SUFE hip X-ray,X-ray,5,HIGH,paediatrics/paediatric_orthopaedics/bone_disorders/slipped_capital_femoral_epiphysis
686,Paediatrics,Paediatric Orthopaedics,Bone Disorders,Osgood Schlatter,Osgood-Schlatter disease X-ray,tibial tuberosity avulsion,Osgood-Schlatter knee,paediatric knee pain imaging,X-ray,4,HIGH,paediatrics/paediatric_orthopaedics/bone_disorders/osgood_schlatter
687,Paediatrics,Paediatric Infectious Diseases,Childhood Infections,Measles,measles rash clinical photo,measles koplik spots,morbilliform rash measles,paediatric measles photo,clinical_photo,4,HIGH,paediatrics/paediatric_infectious_diseases/childhood_infections/measles
688,Paediatrics,Paediatric Infectious Diseases,Childhood Infections,Chickenpox,chickenpox rash clinical photo,varicella vesicles child,varicella zoster rash,paediatric chickenpox photo,clinical_photo,5,HIGH,paediatrics/paediatric_infectious_diseases/childhood_infections/chickenpox
689,Paediatrics,Paediatric Infectious Diseases,Childhood Infections,Hand Foot Mouth,hand foot mouth disease photo,HFMD child rash,coxsackie virus rash,paediatric HFMD lesions,clinical_photo,5,HIGH,paediatrics/paediatric_infectious_diseases/childhood_infections/hand_foot_mouth
690,Paediatrics,Paediatric Infectious Diseases,Childhood Infections,Scarlet Fever,scarlet fever rash photo,sandpaper rash scarlatina,strawberry tongue scarlet fever,paediatric scarlet fever,clinical_photo,4,HIGH,paediatrics/paediatric_infectious_diseases/childhood_infections/scarlet_fever
691,Paediatrics,Paediatric Infectious Diseases,Childhood Infections,Kawasaki Disease,Kawasaki disease clinical photo,Kawasaki rash child,strawberry tongue Kawasaki,coronary aneurysm Kawasaki echo,"clinical_photo, echocardiography",5,HIGH,paediatrics/paediatric_infectious_diseases/childhood_infections/kawasaki_disease
692,Paediatrics,Paediatric Haematology Oncology,Childhood Cancers,Acute Lymphoblastic Leukaemia,ALL child blood film,acute lymphoblastic leukaemia microscopy,paediatric ALL bone marrow,lymphoblasts blood film child,microscopy,5,HIGH,paediatrics/paediatric_haematology_oncology/childhood_cancers/acute_lymphoblastic_leukaemia
693,Paediatrics,Paediatric Haematology Oncology,Childhood Cancers,Neuroblastoma,neuroblastoma CT abdomen child,adrenal neuroblastoma imaging,paediatric neuroblastoma MRI,neuroblastoma chest X-ray,"CT, MRI, X-ray",4,HIGH,paediatrics/paediatric_haematology_oncology/childhood_cancers/neuroblastoma
694,Paediatrics,Paediatric Haematology Oncology,Childhood Cancers,Wilms Tumour,Wilms tumour CT abdomen,nephroblastoma child imaging,paediatric kidney tumour,Wilms tumour ultrasound,"CT, ultrasound",4,HIGH,paediatrics/paediatric_haematology_oncology/childhood_cancers/wilms_tumour
695,Paediatrics,Paediatric Haematology Oncology,Childhood Cancers,Retinoblastoma,retinoblastoma fundoscopy,retinoblastoma CT orbit,paediatric eye tumour,leucocoria retinoblastoma,"fundoscopy, CT, MRI",4,HIGH,paediatrics/paediatric_haematology_oncology/childhood_cancers/retinoblastoma
696,Paediatrics,Paediatric Dermatology,Neonatal Rashes,Erythema Toxicum,erythema toxicum neonatorum,newborn rash ETN photo,benign neonatal rash,erythema toxicum clinical photo,clinical_photo,4,HIGH,paediatrics/paediatric_dermatology/neonatal_rashes/erythema_toxicum
697,Paediatrics,Paediatric Dermatology,Neonatal Rashes,Neonatal Acne,neonatal acne clinical photo,baby acne photo,neonatal pustulosis,infant acne face,clinical_photo,3,HIGH,paediatrics/paediatric_dermatology/neonatal_rashes/neonatal_acne
698,Paediatrics,Paediatric Dermatology,Neonatal Rashes,Mongolian Spot,Mongolian spot clinical photo,congenital dermal melanocytosis,blue-grey birthmark,sacral Mongolian spot,clinical_photo,4,HIGH,paediatrics/paediatric_dermatology/neonatal_rashes/mongolian_spot
699,Paediatrics,Paediatric Dermatology,Childhood Rashes,Eczema Child,atopic eczema child photo,paediatric atopic dermatitis,childhood eczema flexures,infant eczema face,clinical_photo,5,HIGH,paediatrics/paediatric_dermatology/childhood_rashes/eczema_child
700,Paediatrics,Paediatric Dermatology,Childhood Rashes,Nappy Rash,nappy rash clinical photo,diaper dermatitis,irritant nappy rash,candida nappy rash,clinical_photo,4,HIGH,paediatrics/paediatric_dermatology/childhood_rashes/nappy_rash
701,Paediatrics,Paediatric Dermatology,Childhood Rashes,Impetigo,impetigo child clinical photo,bullous impetigo,honey-crusted impetigo,paediatric impetigo face,clinical_photo,5,HIGH,paediatrics/paediatric_dermatology/childhood_rashes/impetigo
702,Paediatrics,Paediatric Genitourinary,Urinary Tract Conditions,Urinary Tract Infection Child,paediatric UTI imaging,child urinary infection ultrasound,pyelonephritis child CT,VCUG vesicoureteric reflux,"ultrasound, VCUG, CT",5,HIGH,paediatrics/paediatric_genitourinary/urinary_tract_conditions/urinary_tract_infection_child
703,Paediatrics,Paediatric Genitourinary,Urinary Tract Conditions,Vesicoureteric Reflux,vesicoureteric reflux VCUG,VUR grading imaging,paediatric VUR ultrasound,ureteric reflux child,"VCUG, ultrasound",4,HIGH,paediatrics/paediatric_genitourinary/urinary_tract_conditions/vesicoureteric_reflux
704,Paediatrics,Paediatric Genitourinary,Urinary Tract Conditions,Hydronephrosis Child,hydronephrosis child ultrasound,paediatric hydronephrosis,pelviureteric junction obstruction,PUJ obstruction child,ultrasound,4,HIGH,paediatrics/paediatric_genitourinary/urinary_tract_conditions/hydronephrosis_child
705,Paediatrics,Paediatric Genitourinary,Urinary Tract Conditions,Posterior Urethral Valves,posterior urethral valves imaging,PUV VCUG boy,urethral obstruction child,paediatric urethral valves,"VCUG, ultrasound",3,HIGH,paediatrics/paediatric_genitourinary/urinary_tract_conditions/posterior_urethral_valves
706,Paediatrics,Paediatric Genitourinary,Testicular Conditions,Testicular Torsion Child,testicular torsion child ultrasound,paediatric testicular torsion Doppler,absent testicular blood flow,acute scrotum child imaging,"ultrasound, Doppler",5,HIGH,paediatrics/paediatric_genitourinary/testicular_conditions/testicular_torsion_child
707,Paediatrics,Paediatric Genitourinary,Testicular Conditions,Undescended Testis,undescended testis ultrasound,cryptorchidism imaging child,inguinal testis ultrasound,paediatric undescended testis,ultrasound,4,HIGH,paediatrics/paediatric_genitourinary/testicular_conditions/undescended_testis
708,Paediatrics,Paediatric Genitourinary,Testicular Conditions,Hydrocele Child,hydrocele child ultrasound,paediatric hydrocele photo,scrotal swelling child,communicating hydrocele,"ultrasound, clinical_photo",4,HIGH,paediatrics/paediatric_genitourinary/testicular_conditions/hydrocele_child
709,Paediatrics,Paediatric Endocrine,Diabetes Child,Type1 Diabetes Child,type 1 diabetes child,paediatric diabetes management,DKA child imaging,childhood diabetes complications,clinical_photo,5,HIGH,paediatrics/paediatric_endocrine/diabetes_child/type1_diabetes_child
710,Paediatrics,Paediatric Endocrine,Growth Disorders,Rickets,rickets X-ray child,rachitic rosary photo,bowed legs rickets,metaphyseal cupping rickets,"X-ray, clinical_photo",4,HIGH,paediatrics/paediatric_endocrine/growth_disorders/rickets
711,Paediatrics,Paediatric Endocrine,Growth Disorders,Achondroplasia,achondroplasia X-ray,achondroplasia clinical photo,dwarfism skeletal dysplasia,paediatric achondroplasia,"X-ray, clinical_photo",3,HIGH,paediatrics/paediatric_endocrine/growth_disorders/achondroplasia
712,Psychiatry,Neuroimaging Psychiatry,Structural Brain Changes,Schizophrenia Brain,schizophrenia brain MRI,enlarged ventricles schizophrenia,cortical atrophy schizophrenia,structural brain changes psychosis,MRI,4,MEDIUM,psychiatry/neuroimaging_psychiatry/structural_brain_changes/schizophrenia_brain
713,Psychiatry,Neuroimaging Psychiatry,Structural Brain Changes,Alzheimer Disease,Alzheimer disease MRI brain,hippocampal atrophy Alzheimer,cortical atrophy dementia,Alzheimer PET scan,"MRI, PET",5,MEDIUM,psychiatry/neuroimaging_psychiatry/structural_brain_changes/alzheimer_disease
714,Psychiatry,Neuroimaging Psychiatry,Structural Brain Changes,Vascular Dementia,vascular dementia MRI,multi-infarct dementia CT,white matter changes dementia,lacunar infarcts dementia,"MRI, CT",5,MEDIUM,psychiatry/neuroimaging_psychiatry/structural_brain_changes/vascular_dementia
715,Psychiatry,Neuroimaging Psychiatry,Structural Brain Changes,Frontotemporal Dementia,frontotemporal dementia MRI,FTD frontal atrophy,Pick disease imaging,temporal lobe atrophy FTD,"MRI, PET",4,MEDIUM,psychiatry/neuroimaging_psychiatry/structural_brain_changes/frontotemporal_dementia
716,Psychiatry,Neuroimaging Psychiatry,Structural Brain Changes,Lewy Body Dementia,Lewy body dementia imaging,DLB PET scan,Lewy body dementia MRI,dopamine transporter scan DLB,"PET, MRI, SPECT",4,MEDIUM,psychiatry/neuroimaging_psychiatry/structural_brain_changes/lewy_body_dementia
717,Psychiatry,Neuroimaging Psychiatry,Structural Brain Changes,Huntington Disease,Huntington disease MRI brain,caudate atrophy Huntington,basal ganglia atrophy Huntington,Huntington chorea imaging,"MRI, CT",4,MEDIUM,psychiatry/neuroimaging_psychiatry/structural_brain_changes/huntington_disease
718,Psychiatry,Neuroimaging Psychiatry,Structural Brain Changes,Normal Pressure Hydrocephalus,normal pressure hydrocephalus MRI,NPH enlarged ventricles,communicating hydrocephalus adult,NPH brain imaging,"MRI, CT",4,MEDIUM,psychiatry/neuroimaging_psychiatry/structural_brain_changes/normal_pressure_hydrocephalus
719,Psychiatry,Neuroimaging Psychiatry,Structural Brain Changes,Multiple Sclerosis Psychiatric,multiple sclerosis psychiatric symptoms,MS brain lesions MRI,MS depression imaging,demyelination psychiatric changes,MRI,4,MEDIUM,psychiatry/neuroimaging_psychiatry/structural_brain_changes/multiple_sclerosis_psychiatric
720,Psychiatry,Neuroimaging Psychiatry,Structural Brain Changes,Parkinsons Dementia,Parkinson disease dementia MRI,Parkinson cognitive decline imaging,PD dementia brain,parkinsonian dementia PET,"MRI, PET",4,MEDIUM,psychiatry/neuroimaging_psychiatry/structural_brain_changes/parkinsons_dementia
721,Psychiatry,Neuroimaging Psychiatry,Structural Brain Changes,Progressive Supranuclear Palsy,progressive supranuclear palsy MRI,PSP hummingbird sign,PSP midbrain atrophy,supranuclear gaze palsy imaging,MRI,3,MEDIUM,psychiatry/neuroimaging_psychiatry/structural_brain_changes/progressive_supranuclear_palsy
722,Psychiatry,Neuroimaging Psychiatry,Substance Abuse Imaging,Alcohol Related Brain Damage,alcohol brain damage MRI,Wernicke encephalopathy MRI,Korsakoff syndrome imaging,cerebellar atrophy alcoholism,"MRI, CT",5,MEDIUM,psychiatry/neuroimaging_psychiatry/substance_abuse_imaging/alcohol_related_brain_damage
723,Psychiatry,Neuroimaging Psychiatry,Substance Abuse Imaging,Drug Induced Changes,methamphetamine brain damage,cocaine stroke MRI,drug-induced cerebral changes,substance abuse brain imaging,"MRI, CT",3,MEDIUM,psychiatry/neuroimaging_psychiatry/substance_abuse_imaging/drug_induced_changes
724,Psychiatry,Neuroimaging Psychiatry,Eating Disorders Complications,Anorexia Brain Changes,anorexia nervosa brain MRI,cerebral atrophy anorexia,starvation brain changes,anorexia neuroimaging,MRI,3,MEDIUM,psychiatry/neuroimaging_psychiatry/eating_disorders_complications/anorexia_brain_changes
725,Psychiatry,Neuroimaging Psychiatry,Eating Disorders Complications,Refeeding Syndrome,refeeding syndrome imaging,refeeding brain oedema,anorexia refeeding complications,refeeding cardiac imaging,"CT, MRI, X-ray",3,MEDIUM,psychiatry/neuroimaging_psychiatry/eating_disorders_complications/refeeding_syndrome
726,Psychiatry,Self Harm Injuries,Deliberate Self Harm,Cutting Scars,self-harm scars clinical photo,cutting wounds forearm,deliberate self-harm marks,non-suicidal self-injury scars,clinical_photo,4,MEDIUM,psychiatry/self_harm_injuries/deliberate_self_harm/cutting_scars
727,Psychiatry,Self Harm Injuries,Deliberate Self Harm,Overdose Complications,paracetamol overdose liver CT,drug overdose complications imaging,aspirin overdose chest X-ray,intentional poisoning imaging,"CT, X-ray",4,MEDIUM,psychiatry/self_harm_injuries/deliberate_self_harm/overdose_complications
728,Psychiatry,Self Harm Injuries,Suicide Attempts,Hanging Injuries,hanging injury neck CT,strangulation cervical spine,ligature marks neck photo,hanging cerebral hypoxia MRI,"CT, MRI, clinical_photo",4,MEDIUM,psychiatry/self_harm_injuries/suicide_attempts/hanging_injuries
729,Psychiatry,Self Harm Injuries,Suicide Attempts,Jumping Trauma,fall from height injuries CT,suicide jump fractures,calcaneal fracture fall,thoracolumbar fracture jump,"CT, X-ray",3,MEDIUM,psychiatry/self_harm_injuries/suicide_attempts/jumping_trauma
730,Psychiatry,Psychiatric Emergencies Imaging,Delirium Causes,Subdural Haematoma,subdural haematoma elderly CT,chronic SDH dementia,subdural haematoma confusion,SDH delirium elderly,"CT, MRI",5,MEDIUM,psychiatry/psychiatric_emergencies_imaging/delirium_causes/subdural_haematoma
731,Psychiatry,Psychiatric Emergencies Imaging,Delirium Causes,Encephalitis,herpes encephalitis MRI,viral encephalitis CT brain,temporal lobe encephalitis,encephalitis behavioural changes,"MRI, CT",5,MEDIUM,psychiatry/psychiatric_emergencies_imaging/delirium_causes/encephalitis
732,Psychiatry,Psychiatric Emergencies Imaging,Delirium Causes,Meningitis Psychiatric,meningitis CT brain,bacterial meningitis MRI,meningitis confusion imaging,meningeal enhancement psychiatric,"CT, MRI",5,MEDIUM,psychiatry/psychiatric_emergencies_imaging/delirium_causes/meningitis_psychiatric
733,Psychiatry,Psychiatric Emergencies Imaging,Delirium Causes,Brain Tumour Psychiatric,brain tumour psychiatric symptoms,frontal lobe tumour behaviour,meningioma personality change,brain tumour confusion MRI,"MRI, CT",4,MEDIUM,psychiatry/psychiatric_emergencies_imaging/delirium_causes/brain_tumour_psychiatric
734,Psychiatry,Psychiatric Emergencies Imaging,Delirium Causes,Hypoglycaemia Brain,hypoglycaemia brain MRI,hypoglycaemic brain injury,glucose deficiency brain damage,hypoglycaemia confusion imaging,"MRI, CT",4,MEDIUM,psychiatry/psychiatric_emergencies_imaging/delirium_causes/hypoglycaemia_brain
735,Psychiatry,Psychiatric Emergencies Imaging,Delirium Causes,Hepatic Encephalopathy,hepatic encephalopathy MRI brain,liver failure brain changes,basal ganglia hepatic encephalopathy,ammonia encephalopathy imaging,"MRI, CT",4,MEDIUM,psychiatry/psychiatric_emergencies_imaging/delirium_causes/hepatic_encephalopathy
736,Psychiatry,Psychiatric Emergencies Imaging,Delirium Causes,Stroke Psychiatric,stroke psychiatric symptoms,frontal lobe stroke behaviour,cerebral infarct confusion,stroke delirium CT MRI,"CT, MRI",5,MEDIUM,psychiatry/psychiatric_emergencies_imaging/delirium_causes/stroke_psychiatric
737,Psychiatry,Psychiatric Emergencies Imaging,Delirium Causes,Subarachnoid Haemorrhage,subarachnoid haemorrhage CT,SAH confusion imaging,aneurysmal SAH psychiatric,thunderclap headache CT,"CT, MRI",5,MEDIUM,psychiatry/psychiatric_emergencies_imaging/delirium_causes/subarachnoid_haemorrhage
738,Psychiatry,Psychiatric Emergencies Imaging,Delirium Causes,Hyponatraemia Brain,hyponatraemia brain MRI,central pontine myelinolysis,osmotic demyelination syndrome,hyponatraemia confusion imaging,MRI,4,MEDIUM,psychiatry/psychiatric_emergencies_imaging/delirium_causes/hyponatraemia_brain
739,Psychiatry,Psychiatric Emergencies Imaging,Delirium Causes,Thyroid Disorder Brain,thyroid encephalopathy,hypothyroid brain changes,myxoedema coma imaging,thyrotoxicosis psychosis,"MRI, CT",3,MEDIUM,psychiatry/psychiatric_emergencies_imaging/delirium_causes/thyroid_disorder_brain
740,Psychiatry,Psychiatric Emergencies Imaging,Catatonia Causes,Neuroleptic Malignant Syndrome,neuroleptic malignant syndrome imaging,NMS brain CT,antipsychotic complications imaging,NMS muscle breakdown,"CT, MRI",4,MEDIUM,psychiatry/psychiatric_emergencies_imaging/catatonia_causes/neuroleptic_malignant_syndrome
